Non-bionmin S2,Non-bionmin S2,Non-bionmin S2,Non-bionmin S2,Non-bionmin S2
Deformation,Standard force,Standard travel,SG1,Test time
mm,N,mm,V,s
1.318442106,3244.791016,1.318442106,0,40.4
1.321759582,3233.969482,1.321759582,0,40.5
1.325111508,3223.501221,1.325111508,0,40.6
1.328444242,3213.114746,1.328444242,0,40.7
1.331753731,3202.40918,1.331753731,0,40.8
1.335085392,3191.676758,1.335085392,0,40.9
1.338431716,3181.215332,1.338431716,0,41
1.341786027,3170.953369,1.341786027,0,41.1
1.345125318,3161.135498,1.345125318,0,41.2
1.348467708,3151.803711,1.348467708,0,41.3
1.35182035,3142.535645,1.35182035,0,41.4
1.355149984,3132.828857,1.355149984,0,41.5
1.358465791,3122.831543,1.358465791,0,41.6
1.361786604,3112.925781,1.361786604,0,41.7
1.365115166,3103.345947,1.365115166,0,41.8
1.368454337,3094.057617,1.368454337,0,41.9
1.371792436,3085.249268,1.371792436,0,42
1.37512362,3076.697754,1.37512362,0,42.1
1.378442049,3068.026855,1.378442049,0,42.2
1.381779432,3059.256592,1.381779432,0,42.3
1.385116339,3050.741943,1.385116339,0,42.4
1.388442516,3042.253418,1.388442516,0,42.5
1.391766429,3034.202148,1.391766429,0,42.6
1.395086408,3026.428955,1.395086408,0,42.7
1.398424864,3018.874512,1.398424864,0,42.8
1.401743889,3011.105469,1.401743889,0,42.9
1.405087829,3003.42627,1.405087829,0,43
1.408439159,2995.820068,1.408439159,0,43.1
1.411784887,2988.339844,1.411784887,0,43.2
1.415139318,2980.694092,1.415139318,0,43.3
1.418459654,2973.514404,1.418459654,0,43.4
1.421802163,2966.442383,1.421802163,0,43.5
1.425126433,2959.000244,1.425126433,0,43.6
1.428457022,2951.702148,1.428457022,0,43.7
1.431794882,2944.644531,1.431794882,0,43.8
1.435121894,2937.529785,1.435121894,0,43.9
1.438441157,2930.599365,1.438441157,0,44
1.441779256,2924.031006,1.441779256,0,44.1
1.445107222,2917.149414,1.445107222,0,44.2
1.448448539,2910.316162,1.448448539,0,44.3
1.451775908,2903.439941,1.451775908,0,44.4
1.455108523,2896.366211,1.455108523,0,44.5
1.458420753,2889.216064,1.458420753,0,44.6
1.461747289,2882.381104,1.461747289,0,44.7
1.465084434,2875.806641,1.465084434,0,44.8
1.468434095,2869.282715,1.468434095,0,44.9
1.471775532,2862.460693,1.471775532,0,45
1.475111604,2855.364746,1.475111604,0,45.1
1.478438497,2848.278564,1.478438497,0,45.2
1.481775045,2841.459961,1.481775045,0,45.3
1.485117793,2834.999268,1.485117793,0,45.4
1.488448501,2828.208496,1.488448501,0,45.5
1.491797447,2821.151611,1.491797447,0,45.6
1.495126724,2813.833252,1.495126724,0,45.7
1.498465657,2806.415039,1.498465657,0,45.8
1.501794219,2798.726318,1.501794219,0,45.9
1.505104661,2791.116943,1.505104661,0,46
1.508444786,2783.786865,1.508444786,0,46.1
1.511782646,2776.563232,1.511782646,0,46.2
1.51511085,2768.995605,1.51511085,0,46.3
1.518441677,2761.495605,1.518441677,0,46.4
1.521768808,2753.941406,1.521768808,0,46.5
1.525097966,2746.208008,1.525097966,0,46.6
1.528440237,2738.569824,1.528440237,0,46.7
1.531778455,2731.370361,1.531778455,0,46.8
1.535103202,2723.911133,1.535103202,0,46.9
1.538448215,2715.836914,1.538448215,0,47
1.541774273,2707.717041,1.541774273,0,47.1
1.545092225,2699.477295,1.545092225,0,47.2
1.548434019,2691.238037,1.548434019,0,47.3
1.551765203,2683.142578,1.551765203,0,47.4
1.555120826,2675.174561,1.555120826,0,47.5
1.558453202,2666.993408,1.558453202,0,47.6
1.561779618,2658.020996,1.561779618,0,47.7
1.56511724,2648.910889,1.56511724,0,47.8
1.56845808,2639.947998,1.56845808,0,47.9
1.571796536,2630.897949,1.571796536,0,48
1.575122356,2621.868164,1.575122356,0,48.1
1.578438997,2613.066162,1.578438997,0,48.2
1.581767321,2603.855225,1.581767321,0,48.3
1.585103393,2594.402344,1.585103393,0,48.4
1.588454008,2584.562988,1.588454008,0,48.5
1.591782093,2575.033691,1.591782093,0,48.6
1.595111609,2565.323975,1.595111609,0,48.7
1.59845686,2555.866943,1.59845686,0,48.8
1.601773024,2546.560547,1.601773024,0,48.9
1.605109334,2537.08667,1.605109334,0,49
1.608437777,2527.071533,1.608437777,0,49.1
1.611773372,2517.146729,1.611773372,0,49.2
1.615110874,2507.386963,1.615110874,0,49.3
1.618450999,2497.688965,1.618450999,0,49.4
1.62176609,2488.292725,1.62176609,0,49.5
1.625097871,2478.915039,1.625097871,0,49.6
1.628436804,2469.446777,1.628436804,0,49.7
1.631796002,2460.005371,1.631796002,0,49.8
1.635127783,2450.438721,1.635127783,0,49.9
1.638464451,2441.025146,1.638464451,0,50
1.641782045,2431.735107,1.641782045,0,50.1
1.645125508,2422.717041,1.645125508,0,50.2
1.648449659,2413.953613,1.648449659,0,50.3
1.651784658,2405.024902,1.651784658,0,50.4
1.655136704,2396.15332,1.655136704,0,50.5
1.658471704,2387.387939,1.658471704,0,50.6
1.661794186,2378.847412,1.661794186,0,50.7
1.665117383,2370.292725,1.665117383,0,50.8
1.668453693,2362.220459,1.668453693,0,50.9
1.671782851,2354.145508,1.671782851,0,51
1.675109386,2345.947021,1.675109386,0,51.1
1.678439379,2337.851318,1.678439379,0,51.2
1.681753635,2329.655273,1.681753635,0,51.3
1.68509984,2321.671387,1.68509984,0,51.4
1.688417315,2314.050781,1.688417315,0,51.5
1.691763401,2306.710938,1.691763401,0,51.6
1.695105433,2299.590332,1.695105433,0,51.7
1.69842279,2292.095215,1.69842279,0,51.8
1.701771736,2284.608643,1.701771736,0,51.9
1.705108762,2277.175781,1.705108762,0,52
1.708450317,2269.784912,1.708450317,0,52.1
1.711781144,2262.675537,1.711781144,0,52.2
1.715126991,2255.829346,1.715126991,0,52.3
1.718461275,2248.711914,1.718461275,0,52.4
1.721797109,2241.509033,1.721797109,0,52.5
1.725127816,2234.19165,1.725127816,0,52.6
1.728461742,2226.943115,1.728461742,0,52.7
1.731785178,2219.719482,1.731785178,0,52.8
1.735122442,2212.662598,1.735122442,0,52.9
1.738451242,2205.98584,1.738451242,0,53
1.741762757,2199.215088,1.741762757,0,53.1
1.745092392,2192.231934,1.745092392,0,53.2
1.748435736,2185.357178,1.748435736,0,53.3
1.751768827,2178.628418,1.751768827,0,53.4
1.755109191,2171.942383,1.755109191,0,53.5
1.758426309,2165.543457,1.758426309,0,53.6
1.761751175,2159.307861,1.761751175,0,53.7
1.765088677,2152.867432,1.765088677,0,53.8
1.768419862,2146.12207,1.768419862,0,53.9
1.77176702,2139.439697,1.77176702,0,54
1.775113106,2132.881104,1.775113106,0,54.1
1.778466582,2126.411377,1.778466582,0,54.2
1.781788468,2120.105957,1.781788468,0,54.3
1.785135746,2113.946533,1.785135746,0,54.4
1.788476706,2107.533936,1.788476706,0,54.5
1.791800976,2100.901123,1.791800976,0,54.6
1.795128703,2094.407715,1.795128703,0,54.7
1.798460603,2088.052246,1.798460603,0,54.8
1.801780939,2081.873047,1.801780939,0,54.9
1.805127263,2075.884521,1.805127263,0,55
1.808444381,2070.034912,1.808444381,0,55.1
1.811775565,2064.099609,1.811775565,0,55.2
1.815116763,2058.040771,1.815116763,0,55.3
1.818442583,2051.632568,1.818442583,0,55.4
1.821776748,2045.392456,1.821776748,0,55.5
1.825092077,2039.201172,1.825092077,0,55.6
1.828425288,2033.38147,1.828425288,0,55.7
1.831758857,2027.774414,1.831758857,0,55.8
1.835103869,2021.654297,1.835103869,0,55.9
1.83843708,2015.468872,1.83843708,0,56
1.841775298,2009.258301,1.841775298,0,56.1
1.845117211,2003.071045,1.845117211,0,56.2
1.848447919,1997.173584,1.848447919,0,56.3
1.851798773,1991.417603,1.851798773,0,56.4
1.855116606,1985.642822,1.855116606,0,56.5
1.858449221,1979.520874,1.858449221,0,56.6
1.861797094,1973.495239,1.861797094,0,56.7
1.865138054,1967.4552,1.865138054,0,56.8
1.868443608,1961.47998,1.868443608,0,56.9
1.871792793,1955.799561,1.871792793,0,57
1.875124335,1950.487549,1.875124335,0,57.1
1.878458261,1945.193481,1.878458261,0,57.2
