BIOMIN Stir3,BIOMIN Stir3,BIOMIN Stir3,BIOMIN Stir3,BIOMIN Stir3
Deformation,Standard force,Standard travel,SG1,Test time
mm,N,mm,V,s
1.561422944,4271.839844,1.561422944,0,47.7
1.564768195,4270.057129,1.564768195,0,47.8
1.568108678,4267.958496,1.568108678,0,47.9
1.571446657,4265.71582,1.571446657,0,48
1.574777603,4263.370605,1.574777603,0,48.1
1.578121781,4261.001953,1.578121781,0,48.2
1.581472993,4258.763184,1.581472993,0,48.3
1.584808946,4255.950684,1.584808946,0,48.4
1.58814013,4252.654297,1.58814013,0,48.5
1.591472268,4248.910156,1.591472268,0,48.6
1.594794035,4244.869141,1.594794035,0,48.7
1.59811902,4240.687012,1.59811902,0,48.8
1.601454616,4236.456543,1.601454616,0,48.9
1.604804397,4232.313477,1.604804397,0,49
1.608137012,4227.779297,1.608137012,0,49.1
1.611453772,4222.46582,1.611453772,0,49.2
1.614772081,4217.049316,1.614772081,0,49.3
1.618096709,4211.431152,1.618096709,0,49.4
1.621430993,4205.560547,1.621430993,0,49.5
1.62477982,4199.731445,1.62477982,0,49.6
1.628116727,4193.856445,1.628116727,0,49.7
1.631438017,4187.521973,1.631438017,0,49.8
1.634781599,4180.708496,1.634781599,0,49.9
1.638111949,4173.451172,1.638111949,0,50
1.64144063,4165.783691,1.64144063,0,50.1
1.644766688,4157.89502,1.644766688,0,50.2
1.648108482,4150.183594,1.648108482,0,50.3
1.651451349,4142.546387,1.651451349,0,50.4
1.654790282,4134.487793,1.654790282,0,50.5
1.658133388,4125.955566,1.658133388,0,50.6
1.661461473,4117.216797,1.661461473,0,50.7
1.664806247,4107.963379,1.664806247,0,50.8
1.668128729,4098.342285,1.668128729,0,50.9
1.671450496,4088.709229,1.671450496,0,51
1.674752831,4078.90918,1.674752831,0,51.1
1.678093791,4068.705078,1.678093791,0,51.2
1.68143332,4058.268311,1.68143332,0,51.3
1.684781075,4047.577881,1.684781075,0,51.4
1.688133359,4036.72168,1.688133359,0,51.5
1.691450357,4025.522949,1.691450357,0,51.6
1.694790602,4014.487061,1.694790602,0,51.7
1.698114395,4003.262939,1.698114395,0,51.8
1.701435685,3991.658447,1.701435685,0,51.9
1.704759836,3979.728271,1.704759836,0,52
1.708086967,3967.861816,1.708086967,0,52.1
1.711441278,3955.828369,1.711441278,0,52.2
1.714758396,3943.643311,1.714758396,0,52.3
1.718087077,3931.681396,1.718087077,0,52.4
1.721438408,3919.552979,1.721438408,0,52.5
1.724791408,3906.971924,1.724791408,0,52.6
1.728138328,3893.927246,1.728138328,0,52.7
1.731449842,3880.423584,1.731449842,0,52.8
1.734773993,3866.814941,1.734773993,0,52.9
1.738103151,3853.187988,1.738103151,0,53
1.741445541,3839.723877,1.741445541,0,53.1
1.744785547,3826,1.744785547,0,53.2
1.748127818,3811.517822,1.748127818,0,53.3
1.751471519,3796.639404,1.751471519,0,53.4
1.754802465,3781.310303,1.754802465,0,53.5
1.758134365,3765.508301,1.758134365,0,53.6
1.761444092,3749.421387,1.761444092,0,53.7
1.764784217,3733.151855,1.764784217,0,53.8
1.768099427,3716.227295,1.768099427,0,53.9
1.771439433,3698.725586,1.771439433,0,54
1.774767756,3680.96582,1.774767756,0,54.1
1.778094411,3663.240723,1.778094411,0,54.2
1.781434417,3645.64209,1.781434417,0,54.3
1.784778357,3628.351318,1.784778357,0,54.4
1.78811264,3611.327393,1.78811264,0,54.5
1.791433096,3594.237549,1.791433096,0,54.6
1.794756413,3577.105713,1.794756413,0,54.7
1.798097491,3560.328369,1.798097491,0,54.8
1.801435113,3544.025146,1.801435113,0,54.9
1.804791093,3528.312744,1.804791093,0,55
1.808145046,3513.325195,1.808145046,0,55.1
1.811473846,3498.677246,1.811473846,0,55.2
1.81481719,3484.032715,1.81481719,0,55.3
1.818139076,3469.539551,1.818139076,0,55.4
1.821459532,3455.413086,1.821459532,0,55.5
1.824803829,3441.736328,1.824803829,0,55.6
1.828139305,3428.445557,1.828139305,0,55.7
1.831463218,3415.659912,1.831463218,0,55.8
1.834795833,3403.25293,1.834795833,0,55.9
1.838113666,3390.662842,1.838113666,0,56
1.841452837,3378.269043,1.841452837,0,56.1
1.844787717,3366.265869,1.844787717,0,56.2
1.848118901,3354.511963,1.848118901,0,56.3
1.851441383,3343.060059,1.851441383,0,56.4
1.854759336,3332.126953,1.854759336,0,56.5
1.858096361,3321.352051,1.858096361,0,56.6
1.861431479,3310.624023,1.861431479,0,56.7
1.86475563,3300.039307,1.86475563,0,56.8
