Non-bionmin S5,Non-bionmin S5,Non-bionmin S5,Non-bionmin S5,Non-bionmin S5
Deformation,Standard force,Standard travel,SG1,Test time
mm,N,mm,V,s
1.093962789,3411.66748,1.093962789,0,33.7
1.097313404,3415.908691,1.097313404,0,33.8
1.100654006,3419.786865,1.100654006,0,33.9
1.103994489,3423.608398,1.103994489,0,34
1.107336164,3427.491699,1.107336164,0,34.1
1.110674024,3431.148438,1.110674024,0,34.2
1.113998175,3434.879883,1.113998175,0,34.3
1.117311597,3438.765625,1.117311597,0,34.4
1.120637298,3442.541992,1.120637298,0,34.5
1.123974085,3446.148438,1.123974085,0,34.6
1.127314448,3449.624023,1.127314448,0,34.7
1.13065362,3453.111328,1.13065362,0,34.8
1.133996129,3456.421875,1.133996129,0,34.9
1.137323022,3459.730713,1.137323022,0,35
1.140657783,3463.342041,1.140657783,0,35.1
1.143986106,3466.743652,1.143986106,0,35.2
1.147300959,3469.75708,1.147300959,0,35.3
1.150626898,3472.802002,1.150626898,0,35.4
1.153960705,3475.80127,1.153960705,0,35.5
1.157292366,3478.753906,1.157292366,0,35.6
1.160619974,3481.986816,1.160619974,0,35.7
1.163964152,3485.23877,1.163964152,0,35.8
1.167306423,3488.212646,1.167306423,0,35.9
1.170667291,3490.790283,1.170667291,0,36
1.173995852,3492.922852,1.173995852,0,36.1
1.177312374,3495.0979,1.177312374,0,36.2
1.180630684,3497.532715,1.180630684,0,36.3
1.183969259,3500.168701,1.183969259,0,36.4
1.187306166,3503.001953,1.187306166,0,36.5
1.19064796,3505.592041,1.19064796,0,36.6
1.193999767,3507.734863,1.193999767,0,36.7
1.197339654,3509.772949,1.197339654,0,36.8
1.200658917,3511.629883,1.200658917,0,36.9
1.203979015,3513.505615,1.203979015,0,37
1.207311511,3515.654053,1.207311511,0,37.1
1.210647583,3517.659424,1.210647583,0,37.2
1.213968873,3519.177002,1.213968873,0,37.3
1.217300653,3520.243164,1.217300653,0,37.4
1.220630288,3521.094238,1.220630288,0,37.5
1.223959804,3521.894043,1.223959804,0,37.6
1.227306008,3522.666016,1.227306008,0,37.7
1.230639338,3523.616211,1.230639338,0,37.8
