S1Tnbm,S1Tnbm,S1Tnbm,S1Tnbm,S1Tnbm
Deformation,Standard force,Standard travel,SG1,Test time
mm,N,mm,V,s
1.423577785,2932.003418,1.423577785,0,43.6
1.42699194,2925.257324,1.42699194,0,43.7
1.430287838,2917.13623,1.430287838,0,43.8
1.433618069,2909.128418,1.433618069,0,43.9
1.436892986,2900.66748,1.436892986,0,44
1.440145016,2892.32373,1.440145016,0,44.1
1.443496227,2885.347168,1.443496227,0,44.2
1.446835995,2877.913574,1.446835995,0,44.3
1.450143337,2870.206543,1.450143337,0,44.4
1.453418255,2862.804199,1.453418255,0,44.5
1.456864834,2856.315918,1.456864834,0,44.6
1.460160732,2849.300293,1.460160732,0,44.7
1.463542461,2842.155762,1.463542461,0,44.8
1.466893673,2834.800293,1.466893673,0,44.9
1.470242977,2827.808105,1.470242977,0,45
1.473561764,2820.370605,1.473561764,0,45.1
1.477019787,2813.343262,1.477019787,0,45.2
1.48028326,2805.456543,1.48028326,0,45.3
1.483590603,2798.405762,1.483590603,0,45.4
1.486962795,2791.687012,1.486962795,0,45.5
1.490323544,2784.776855,1.490323544,0,45.6
1.493716717,2777.94873,1.493716717,0,45.7
1.496947765,2770.022949,1.496947765,0,45.8
1.500352383,2763.401855,1.500352383,0,45.9
1.503713131,2756.718262,1.503713131,0,46
1.507041454,2750.651855,1.507041454,0,46.1
1.510327816,2743.163574,1.510327816,0,46.2
1.51361227,2736.085449,1.51361227,0,46.3
1.516995907,2728.983887,1.516995907,0,46.4
1.520312786,2722.51709,1.520312786,0,46.5
1.523587704,2716.270996,1.523587704,0,46.6
1.526788116,2708.489746,1.526788116,0,46.7
1.53020227,2702.638184,1.53020227,0,46.8
1.533456206,2696.325684,1.533456206,0,46.9
1.536805511,2690.056152,1.536805511,0,47
1.540135741,2684.474121,1.540135741,0,47.1
1.543452621,2678.665527,1.543452621,0,47.2
1.546845794,2673.778809,1.546845794,0,47.3
1.550238967,2668.817871,1.550238967,0,47.4
1.553492904,2663.01123,1.553492904,0,47.5
1.556842208,2658.028809,1.556842208,0,47.6
1.560246825,2652.808105,1.560246825,0,47.7
1.563521743,2646.769043,1.563521743,0,47.8
1.566956878,2641.505371,1.566956878,0,47.9
1.57026422,2635.458496,1.57026422,0,48
