bm1,bm1,bm1,bm1,bm1
Deformation,Standard force,Standard travel,Crosshead travel,Test time
mm,N,mm,mm,s
0.502332151,12.06171322,0.502332151,0.502332151,31
0.504002929,12.11066818,0.504002929,0.504002929,31.1
0.505663157,12.16758919,0.505663157,0.505663157,31.2
0.507336438,12.20209122,0.507336438,0.507336438,31.3
0.509009302,12.23898602,0.509009302,0.509009302,31.4
0.510657668,12.26772308,0.510657668,0.510657668,31.5
0.512327969,12.32755375,0.512327969,0.512327969,31.6
0.513995051,12.36814022,0.513995051,0.513995051,31.7
0.515659034,12.39411736,0.515659034,0.515659034,31.8
0.517321289,12.44783783,0.517321289,0.517321289,31.9
0.518991351,12.49512196,0.518991351,0.518991351,32
0.520655274,12.52871323,0.520655274,0.520655274,32.1
0.522311926,12.56380367,0.522311926,0.522311926,32.2
0.523987949,12.61621857,0.523987949,0.523987949,32.3
0.525652587,12.65228558,0.525652587,0.525652587,32.4
0.527320564,12.68614388,0.527320564,0.527320564,32.5
0.528977096,12.74605846,0.528977096,0.528977096,32.6
0.530644715,12.78072643,0.530644715,0.530644715,32.7
0.532312095,12.82724857,0.532312095,0.532312095,32.8
0.53398329,12.86358356,0.53398329,0.53398329,32.9
0.535639703,12.90108585,0.535639703,0.535639703,33
0.537322581,12.94733334,0.537322581,0.537322581,33.1
0.538982272,12.98771,0.538982272,0.538982272,33.2
0.540650666,13.03948116,0.540650666,0.540650666,33.3
0.542320609,13.07628059,0.542320609,0.542320609,33.4
0.543994725,13.10430431,0.543994725,0.543994725,33.5
0.54566592,13.14018154,0.54566592,0.54566592,33.6
0.547325134,13.19386005,0.547325134,0.547325134,33.7
0.54900378,13.22974014,0.54900378,0.54900378,33.8
0.550670028,13.2912674,0.550670028,0.550670028,33.9
0.552325666,13.32898903,0.552325666,0.552325666,34
0.553997278,13.35687351,0.553997278,0.553997278,34.1
0.55566287,13.40863037,0.55566287,0.55566287,34.2
0.55734551,13.43051243,0.55734551,0.55734551,34.3
0.558993101,13.4753027,0.558993101,0.558993101,34.4
0.560664773,13.50507641,0.560664773,0.560664773,34.5
0.5623281,13.55439949,0.5623281,0.5623281,34.6
0.563992739,13.58786964,0.563992739,0.563992739,34.7
0.565676987,13.65039635,0.565676987,0.565676987,34.8
0.567327678,13.68395424,0.567327678,0.567327678,34.9
0.568997741,13.72554016,0.568997741,0.568997741,35
0.570672691,13.76382065,0.570672691,0.570672691,35.1
0.572333634,13.82540131,0.572333634,0.572333634,35.2
0.574002266,13.86617947,0.574002266,0.574002266,35.3
0.575659931,13.90939808,0.575659931,0.575659931,35.4
0.577332795,13.94497204,0.577332795,0.577332795,35.5
