nbm2;nbm2;nbm2;nbm2;nbm2
Deformation;Standard force;Standard travel;Crosshead travel;Test time
mm;N;mm;mm;s
0.495826989;9.806258202;0.495826989;0.495826989;30.6
0.497491688;9.822441101;0.497491688;0.497491688;30.7
0.499157816;9.85441494;0.499157816;0.499157816;30.8
0.500828147;9.900065422;0.500828147;0.500828147;30.9
0.502492905;9.920228958;0.502492905;0.502492905;31
0.50415653;9.940832138;0.50415653;0.50415653;31.1
0.505830467;9.98460865;0.505830467;0.505830467;31.2
0.507488608;10.00971985;0.507488608;0.507488608;31.3
0.509161174;10.05543709;0.509161174;0.509161174;31.4
0.510816932;10.08016586;0.510816932;0.510816932;31.5
0.512486696;10.10465813;0.512486696;0.512486696;31.6
0.514165878;10.14682579;0.514165878;0.514165878;31.7
0.515837312;10.19637012;0.515837312;0.515837312;31.8
0.517511845;10.22428989;0.517511845;0.517511845;31.9
0.519171178;10.26552105;0.519171178;0.519171178;32
0.520827889;10.28939152;0.520827889;0.520827889;32.1
0.522487938;10.32707119;0.522487938;0.522487938;32.2
0.524169326;10.37207508;0.524169326;0.524169326;32.3
0.525832891;10.39627171;0.525832891;0.525832891;32.4
0.527492821;10.41087627;0.527492821;0.527492821;32.5
0.529163361;10.44508648;0.529163361;0.529163361;32.6
0.530822337;10.48727608;0.530822337;0.530822337;32.7
0.53249532;10.53016949;0.53249532;0.53249532;32.8
0.534157038;10.55433559;0.534157038;0.534157038;32.9
0.535816371;10.57048893;0.535816371;0.535816371;33
0.537488639;10.61865902;0.537488639;0.537488639;33.1
0.539149761;10.65719986;0.539149761;0.539149761;33.2
0.540824354;10.68888664;0.540824354;0.540824354;33.3
0.542484999;10.72022057;0.542484999;0.542484999;33.4
0.544143677;10.74455547;0.544143677;0.544143677;33.5
0.545815706;10.78644276;0.545815706;0.545815706;33.6
0.547480881;10.81119061;0.547480881;0.547480881;33.7
0.549154401;10.84511852;0.549154401;0.549154401;33.8
0.550817609;10.87425613;0.550817609;0.550817609;33.9
0.552485645;10.90295029;0.552485645;0.552485645;34
0.554152369;10.92673969;0.554152369;0.554152369;34.1
0.555815697;10.96513748;0.555815697;0.555815697;34.2
0.557479322;10.99752426;0.557479322;0.557479322;34.3
0.559155107;11.03970528;0.559155107;0.559155107;34.4
0.560817242;11.07126427;0.560817242;0.560817242;34.5
0.562474489;11.10196781;0.562474489;0.562474489;34.6
0.56414777;11.14747238;0.56414777;0.56414777;34.7
0.565821528;11.19065571;0.565821528;0.565821528;34.8
0.567486107;11.21070671;0.567486107;0.567486107;34.9
0.569149613;11.24093723;0.569149613;0.569149613;35
0.570819497;11.26161957;0.570819497;0.570819497;35.1
0.572492182;11.29603004;0.572492182;0.572492182;35.2
0.574158072;11.3047533;0.574158072;0.574158072;35.3
0.575830579;11.36346626;0.575830579;0.575830579;35.4
0.577511668;11.40107727;0.577511668;0.577511668;35.5
0.579171479;11.43093204;0.579171479;0.579171479;35.6
0.580830157;11.45406818;0.580830157;0.580830157;35.7
0.582496703;11.47414589;0.582496703;0.582496703;35.8
0.584156573;11.52039337;0.584156573;0.584156573;35.9
0.585830212;11.54341984;0.585830212;0.585830212;36
0.587493658;11.57771492;0.587493658;0.587493658;36.1
0.589163959;11.60769272;0.589163959;0.589163959;36.2
0.590828776;11.64211369;0.590828776;0.590828776;36.3
0.59248966;11.66000748;0.59248966;0.59248966;36.4
0.594173789;11.70653248;0.594173789;0.594173789;36.5
0.595831454;11.73993587;0.595831454;0.595831454;36.6
0.597485125;11.76577568;0.597485125;0.597485125;36.7
